geneID,ncbiID,FAS_F,FAS_B,gene1d_x,gene2d_x,gene2d_y,gene3d_x,gene3d_y,gene3d_z
gene_79,ncbi13123,0.2802285388223887,0.5897896234639419,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_80,ncbi13123,0.2679310285847671,0.7034165929545657,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_81,ncbi13123,0.4114272772465314,0.2442121768313758,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi13123,0.2663888908644156,0.4067022818178391,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi13123,1.0,0.5714883759308689,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_86,ncbi13123,0.3657603320984889,0.7526022468546975,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_90,ncbi13123,0.2768702015597534,0.6352952325725624,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_97,ncbi13123,1.0,0.7752508131294648,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_98,ncbi13123,0.5755220341301281,0.7459864808703691,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_1,ncbi4932,0.7763113294528836,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_3,ncbi4932,0.8502624402342136,0.8165225324959104,8.598183,0.7010093,3.654048,4.880064,9.247072,5.8655105
gene_6,ncbi4932,1.0,1.0,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_7,ncbi4932,0.664546308552327,1.0,4.318346,2.8371618,4.2636003,4.20055,7.9254975,5.156811
gene_10,ncbi4932,0.4708659879180522,0.8033018322295337,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi4932,1.0,1.0,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_13,ncbi4932,1.0,1.0,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_16,ncbi4932,0.2600495452211208,0.3390353067648695,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_17,ncbi4932,0.6350763080595782,0.5823895278809148,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_20,ncbi4932,0.8952954481582186,1.0,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_22,ncbi4932,1.0,0.8486073933438816,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_23,ncbi4932,1.0,0.6515688137739057,10.039423,1.7156606,3.507841,3.611453,8.8649235,4.8147464
gene_24,ncbi4932,0.4102056764309025,0.619315241339768,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_29,ncbi4932,0.095116138015559,0.5056163055544239,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_30,ncbi4932,0.4530248876449387,0.3519387655479025,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_39,ncbi4932,0.8932466374269192,1.0,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_40,ncbi4932,1.0,0.8245026164237292,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_41,ncbi4932,1.0,0.669105007561404,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_42,ncbi4932,0.4725507492749,0.7405300230703702,6.478278,3.4350343,3.9628046,4.3414845,8.456232,5.600307
gene_43,ncbi4932,1.0,1.0,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_45,ncbi4932,0.5958612888578791,0.773437715405307,9.472496,2.0989556,4.422719,3.8510494,8.859487,4.5085936
gene_47,ncbi4932,1.0,0.5656600347133942,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_48,ncbi4932,0.171779727342327,0.4143438776111127,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_50,ncbi4932,1.0,1.0,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_51,ncbi4932,0.2027860262781499,0.1719476171304108,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_53,ncbi4932,1.0,1.0,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi4932,0.0174169794819899,0.1446122922018878,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_57,ncbi4932,1.0,0.7716724209301786,10.313452,2.537412,0.75108844,4.758501,9.65226,6.016557
gene_62,ncbi4932,0.3966853900477755,0.6615801102523754,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_65,ncbi4932,0.0973876757465133,0.1401330215257207,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_68,ncbi4932,0.1780665917037898,0.1356683519526319,6.7524686,3.9970531,2.8551795,4.490398,7.719668,5.9496527
gene_69,ncbi4932,0.9516241477650234,1.0,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_70,ncbi4932,0.5057499806923057,0.7506412475535299,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi4932,1.0,0.9853452956235054,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_72,ncbi4932,1.0,0.903817659987388,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_73,ncbi4932,0.4104862788821421,0.0390790140735442,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_74,ncbi4932,1.0,1.0,4.572222,3.290073,4.6254044,5.2935867,8.687693,5.257769
gene_75,ncbi4932,0.9092803192716974,1.0,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_77,ncbi4932,1.0,0.9282818195948443,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_80,ncbi4932,0.2472501087502503,0.187277063924467,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_83,ncbi4932,0.6225140938879399,0.7775537074112941,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_87,ncbi4932,0.9893708411055108,0.7658611600731436,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi4932,0.7336702377872139,0.3231427652293732,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_89,ncbi4932,0.3801795636404944,0.7354914717950691,8.23874,1.1159868,4.413054,4.422991,9.360146,4.8184276
gene_90,ncbi4932,1.0,1.0,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_91,ncbi4932,1.0,0.861240018580947,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_92,ncbi4932,0.2330509198878702,0.3470230446095552,7.985258,2.7739394,3.4606328,3.828773,7.6981163,5.591613
gene_94,ncbi4932,1.0,1.0,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_97,ncbi4932,0.4178567737787823,0.5935594275038205,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_0,ncbi9031,1.0,0.5871822401126076,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi9031,0.7332013027876756,0.7738640743379331,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_2,ncbi9031,0.1154402797601722,0.2037241126349275,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_4,ncbi9031,0.481696052655611,0.0910006531181704,12.139848,3.7874973,3.1594172,4.1812143,6.9497366,5.56696
gene_10,ncbi9031,0.5333924429761566,0.1745808046913158,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_12,ncbi9031,0.773563651271693,0.623536158966986,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_15,ncbi9031,0.823418234717076,0.4218212455286701,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_17,ncbi9031,0.6419823767200975,1.0,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_19,ncbi9031,0.5096350176845473,0.2680103742376342,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_21,ncbi9031,0.8110472355348017,1.0,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_23,ncbi9031,0.8637804251485605,1.0,10.039423,1.7156606,3.507841,3.611453,8.8649235,4.8147464
gene_24,ncbi9031,0.6703721981306644,0.4029640682137463,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi9031,0.8197911126718634,1.0,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_26,ncbi9031,0.3969911254554434,0.3881427955606197,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi9031,0.3737533740919617,0.7426499840171169,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi9031,0.0426653509681908,0.0731630071725999,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_30,ncbi9031,1.0,1.0,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_31,ncbi9031,0.7077654333336955,0.3277317069609241,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi9031,0.9938409285173456,1.0,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_35,ncbi9031,0.2732219245435361,0.1208952139569439,12.813474,0.9491984,1.6298596,3.0630352,9.702727,5.3081617
gene_36,ncbi9031,1.0,1.0,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_37,ncbi9031,0.854824058100311,0.7222132265736796,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_38,ncbi9031,1.0,1.0,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_39,ncbi9031,0.4264840285663583,0.3650034098476174,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_40,ncbi9031,1.0,1.0,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_46,ncbi9031,1.0,0.7577112372722804,13.338708,0.56801015,2.4130237,3.0681307,9.318077,5.5832663
gene_48,ncbi9031,0.5104620621963566,0.2332125493750921,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_51,ncbi9031,0.7332851710273667,0.8930800845792068,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_52,ncbi9031,0.5000297620941309,0.6586199102491711,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi9031,0.0959293903137711,0.006667566227773,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi9031,1.0,0.7311605868902333,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_56,ncbi9031,1.0,0.6290349170624697,13.262347,0.7321146,2.8946996,3.8392627,8.996313,5.670098
gene_58,ncbi9031,0.914472528770189,0.8035926126664346,13.667101,2.2158685,4.5913887,4.303262,8.216528,4.2810802
gene_62,ncbi9031,0.4817702196431004,0.7112052866712776,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_63,ncbi9031,0.4939737778220436,0.7824208250465503,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_69,ncbi9031,0.0932952991729195,0.1989683138934235,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_70,ncbi9031,1.0,0.6286572443207616,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi9031,0.3778754427144008,0.1620552579640285,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_75,ncbi9031,1.0,0.615875637034758,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_77,ncbi9031,0.4423207315155434,0.0942615516330082,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_78,ncbi9031,1.0,1.0,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_79,ncbi9031,0.223417331513931,0.1628071948088101,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_80,ncbi9031,0.8806250395758277,0.9562792640829914,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_81,ncbi9031,0.6555292351491598,0.3341177791600618,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi9031,1.0,1.0,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_87,ncbi9031,0.2048437246946381,0.5294996328133721,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi9031,0.1056519547366797,0.151342749253851,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_89,ncbi9031,0.754014910628604,0.772001657573388,8.23874,1.1159868,4.413054,4.422991,9.360146,4.8184276
gene_91,ncbi9031,0.2254314146301879,0.0466234258168171,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_94,ncbi9031,1.0,0.7458179397339955,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_1,ncbi13644,1.0,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_9,ncbi13644,0.9316086643591548,0.6961713336540241,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_14,ncbi13644,0.8873263559877734,1.0,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_20,ncbi13644,0.3568946535062137,0.2505648496342683,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_21,ncbi13644,1.0,0.9814480408441608,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_23,ncbi13644,0.664947751168393,0.8367011103118223,10.039423,1.7156606,3.507841,3.611453,8.8649235,4.8147464
gene_25,ncbi13644,0.963386238095684,0.5860544583870768,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_30,ncbi13644,0.77006879407905,0.4318777265564289,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_31,ncbi13644,0.1072152480527754,0.2144743516501103,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi13644,0.1434859286146355,0.1885347287358399,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_35,ncbi13644,1.0,1.0,12.813474,0.9491984,1.6298596,3.0630352,9.702727,5.3081617
gene_37,ncbi13644,1.0,1.0,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_39,ncbi13644,0.6790054465059702,0.4459702403368968,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_41,ncbi13644,0.3815995871120739,0.0248093822220573,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_43,ncbi13644,0.2608047423890568,0.1797610715869381,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_44,ncbi13644,1.0,1.0,7.5152645,2.5412471,2.959117,3.7585413,8.491365,5.666775
gene_45,ncbi13644,1.0,0.9394709012427622,9.472496,2.0989556,4.422719,3.8510494,8.859487,4.5085936
gene_47,ncbi13644,0.6479221957513631,0.6950176505829176,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_48,ncbi13644,1.0,0.985841161192411,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_50,ncbi13644,1.0,0.8585137536110548,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_56,ncbi13644,1.0,1.0,13.262347,0.7321146,2.8946996,3.8392627,8.996313,5.670098
gene_59,ncbi13644,1.0,1.0,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_60,ncbi13644,0.9558753590192408,0.6894264919865579,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_61,ncbi13644,0.6844778387804128,0.8816294407434001,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_62,ncbi13644,0.3215970221286877,0.233024684862507,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_63,ncbi13644,0.0155329276409585,0.1467717941890151,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_66,ncbi13644,0.3402472282169583,0.4300021496085527,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_67,ncbi13644,0.3585869107337224,0.2691339747213391,9.093998,0.911661,3.3049989,4.3494043,8.935952,5.9205427
gene_69,ncbi13644,0.2369798245873422,0.063944634840019,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_72,ncbi13644,0.3634185681328662,0.041498587092997,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_73,ncbi13644,1.0,0.8898992989893776,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_75,ncbi13644,1.0,1.0,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_81,ncbi13644,0.2219899944482034,0.3727861796208694,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi13644,0.1258413500015782,0.2784186428328189,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi13644,0.6600026321957918,0.3295188417847376,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_85,ncbi13644,1.0,1.0,8.811128,2.181206,0.6890196,4.2694225,9.82447,6.051608
gene_86,ncbi13644,0.2732284937000111,0.0190989270427747,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_87,ncbi13644,0.5780526431402195,0.5529183415432761,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi13644,0.4791170392634217,0.3250412328648733,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_97,ncbi13644,0.3465150102162535,0.5247981243543742,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_98,ncbi13644,1.0,0.9703227180342402,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_0,ncbi11100,0.3981117150331171,0.7528010296602099,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi11100,0.4002361559515381,0.646134198970194,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_2,ncbi11100,0.8957188485360577,1.0,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_5,ncbi11100,1.0,1.0,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_6,ncbi11100,1.0,1.0,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_7,ncbi11100,0.87677696113454,0.8645970082011526,4.318346,2.8371618,4.2636003,4.20055,7.9254975,5.156811
gene_11,ncbi11100,1.0,1.0,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_14,ncbi11100,0.4075414197112339,0.540528614378217,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_15,ncbi11100,1.0,1.0,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_16,ncbi11100,0.0876193330827096,0.4418890638062439,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_19,ncbi11100,0.7683130237489681,0.500000950087719,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_20,ncbi11100,0.9763177817609736,0.9783825854875124,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_21,ncbi11100,1.0,1.0,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_22,ncbi11100,0.978062774532904,0.6880569701024655,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_23,ncbi11100,0.5910084979096046,0.9158088056931736,10.039423,1.7156606,3.507841,3.611453,8.8649235,4.8147464
gene_24,ncbi11100,1.0,1.0,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi11100,0.829631580162853,1.0,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_26,ncbi11100,0.7601928957053419,0.7283214052030691,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi11100,0.4625048261381717,0.3035570725258365,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi11100,0.9655436531111916,0.7143176876498276,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_29,ncbi11100,0.5287989011260115,0.1002287158439822,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_30,ncbi11100,1.0,1.0,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_31,ncbi11100,0.469071718851399,0.8150397811990859,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_34,ncbi11100,0.0877987539507108,0.3015206281261197,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_36,ncbi11100,1.0,0.6141741019558618,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_38,ncbi11100,0.7352612843357794,0.589671191253292,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_39,ncbi11100,0.5257041824444859,0.3841952255934669,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_40,ncbi11100,0.2646649012080679,0.5310975417198728,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_41,ncbi11100,0.407701185840548,0.2531279025443885,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_45,ncbi11100,1.0,1.0,9.472496,2.0989556,4.422719,3.8510494,8.859487,4.5085936
gene_47,ncbi11100,0.6190114141580839,0.9982202550434014,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_48,ncbi11100,1.0,1.0,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_49,ncbi11100,1.0,0.6661832841027847,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_53,ncbi11100,0.4261250726867595,0.6174692002781633,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi11100,1.0,1.0,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_55,ncbi11100,0.6858131820602514,0.3792922182893608,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_56,ncbi11100,0.3993049292737602,0.2026352463794678,13.262347,0.7321146,2.8946996,3.8392627,8.996313,5.670098
gene_57,ncbi11100,0.6682682066791835,0.3724435819974679,10.313452,2.537412,0.75108844,4.758501,9.65226,6.016557
gene_59,ncbi11100,0.1106430571951759,0.1776651319025242,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_60,ncbi11100,1.0,1.0,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_64,ncbi11100,0.4664123864562158,0.8969410194801068,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_66,ncbi11100,0.053982307123782,0.1211100117845044,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_70,ncbi11100,0.4694800944460056,0.8175935461156676,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi11100,0.2263034071781252,0.1538364324583307,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_73,ncbi11100,1.0,1.0,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_79,ncbi11100,0.7659994222456894,1.0,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_81,ncbi11100,0.2034702823192036,0.4975065708882793,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi11100,0.5565378191572797,0.7440715319044615,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_85,ncbi11100,1.0,1.0,8.811128,2.181206,0.6890196,4.2694225,9.82447,6.051608
gene_87,ncbi11100,0.8322933181580099,1.0,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi11100,0.6472104061415891,0.6744634593667665,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_90,ncbi11100,1.0,1.0,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_91,ncbi11100,1.0,0.7610889797144513,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_93,ncbi11100,1.0,0.5941722811905341,9.642303,2.5257912,4.20717,4.042684,8.151111,4.4147577
gene_94,ncbi11100,1.0,0.6920007571545128,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_97,ncbi11100,1.0,1.0,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_99,ncbi11100,0.295994842144724,0.479209235527433,8.73494,3.233221,3.3599167,4.7055187,8.508861,6.713508
gene_1,ncbi12637,1.0,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_4,ncbi12637,1.0,0.888526182591885,12.139848,3.7874973,3.1594172,4.1812143,6.9497366,5.56696
gene_9,ncbi12637,0.7915218088508614,1.0,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_10,ncbi12637,1.0,1.0,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi12637,0.1546520804606631,0.0134742110225145,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi12637,1.0,1.0,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_17,ncbi12637,0.2505839436312587,0.3593472218359673,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_19,ncbi12637,0.4665818704348349,0.6443750205933436,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_20,ncbi12637,1.0,1.0,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_22,ncbi12637,0.2078355441951483,0.5168361887576024,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_26,ncbi12637,0.2699803817581639,0.1525191987323755,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_31,ncbi12637,1.0,1.0,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_32,ncbi12637,0.8704331746091555,1.0,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_34,ncbi12637,1.0,0.9787689264769488,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_36,ncbi12637,0.9485883528354218,1.0,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_37,ncbi12637,0.510907259186792,0.3607440271190615,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_38,ncbi12637,0.4140124115503107,0.4367813362998958,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_40,ncbi12637,1.0,0.5630587885629662,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_41,ncbi12637,0.3763063387336588,0.405975453991972,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_42,ncbi12637,0.6345959014423698,0.8327620844684942,6.478278,3.4350343,3.9628046,4.3414845,8.456232,5.600307
gene_43,ncbi12637,1.0,1.0,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_48,ncbi12637,0.5596510968554314,0.3232995614411972,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_50,ncbi12637,0.5976976937605157,0.2688963651824841,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_51,ncbi12637,1.0,1.0,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_56,ncbi12637,1.0,1.0,13.262347,0.7321146,2.8946996,3.8392627,8.996313,5.670098
gene_61,ncbi12637,0.6972144366450479,0.3114954192473799,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_62,ncbi12637,0.5415672129209229,0.3763568857814782,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
